"x";"y";"Jan";"Feb";"Mar";"Apr";"May";"Jun";"Jul";"Aug";"Sep";"Oct";"Nov";"Dec"
20.9;46.6;-0.75;0.97;6.11;11.7;16.95;19.88;22;21.71;17.12;11.76;5.47;0.67
21;46.6;-0.74;0.95;6.09;11.66;16.92;19.81;21.95;21.68;17.08;11.74;5.5;0.68
19.5;46.5;-0.36;1.38;6.23;11.53;16.68;19.63;21.74;21.31;16.83;11.69;5.51;0.85
19.6;46.5;-0.5;1.27;6.13;11.47;16.63;19.58;21.68;21.28;16.78;11.57;5.42;0.74
19.7;46.5;-0.52;1.26;6.12;11.5;16.65;19.61;21.71;21.33;16.82;11.58;5.38;0.72
19.8;46.5;-0.44;1.27;6.21;11.63;16.8;19.77;21.86;21.5;16.97;11.72;5.49;0.76
19.9;46.5;-0.43;1.28;6.21;11.71;16.92;19.87;21.96;21.61;17.1;11.82;5.55;0.79
20;46.5;-0.55;1.23;6.15;11.64;16.81;19.76;21.86;21.53;17;11.77;5.5;0.74
20.1;46.5;-0.46;1.26;6.25;11.82;17.05;20;22.1;21.77;17.2;11.9;5.61;0.81
20.2;46.5;-0.45;1.3;6.33;11.89;17.08;20.03;22.15;21.83;17.26;11.96;5.65;0.81
20.3;46.5;-0.52;1.22;6.26;11.86;17.06;20;22.11;21.78;17.23;11.94;5.61;0.79
20.4;46.5;-0.53;1.22;6.26;11.86;17.06;20.01;22.12;21.77;17.22;11.95;5.63;0.81
20.5;46.5;-0.57;1.22;6.27;11.85;17.08;20.03;22.15;21.85;17.25;11.92;5.67;0.81
20.6;46.5;-0.63;1.1;6.25;11.79;17.04;19.96;22.09;21.8;17.22;11.86;5.6;0.75
20.7;46.5;-0.68;1.03;6.18;11.75;17;19.91;22.03;21.77;17.18;11.82;5.56;0.71
20.8;46.5;-0.69;1.02;6.16;11.73;16.98;19.89;22.01;21.75;17.17;11.8;5.53;0.71
20.9;46.5;-0.69;1.01;6.14;11.71;16.96;19.87;21.99;21.74;17.15;11.78;5.52;0.71
21;46.5;-0.71;0.98;6.06;11.67;16.92;19.83;21.95;21.71;17.11;11.75;5.5;0.68
19.5;46.4;-0.42;1.3;6.19;11.45;16.59;19.54;21.61;21.21;16.77;11.61;5.46;0.76
19.6;46.4;-0.5;1.19;6.11;11.41;16.54;19.49;21.59;21.18;16.75;11.59;5.41;0.69
19.7;46.4;-0.43;1.31;6.17;11.58;16.72;19.65;21.72;21.38;16.87;11.7;5.51;0.8
19.8;46.4;-0.42;1.35;6.23;11.66;16.83;19.78;21.84;21.52;17;11.77;5.56;0.84
19.9;46.4;-0.52;1.28;6.17;11.61;16.78;19.72;21.79;21.49;16.96;11.73;5.48;0.77
20;46.4;-0.49;1.24;6.21;11.68;16.87;19.82;21.91;21.61;17.08;11.81;5.55;0.77
20.1;46.4;-0.47;1.22;6.24;11.76;16.99;19.94;22.04;21.73;17.18;11.89;5.61;0.81
20.2;46.4;-0.54;1.21;6.23;11.81;16.99;19.94;22.04;21.74;17.18;11.9;5.62;0.8
20.3;46.4;-0.53;1.2;6.25;11.81;17;19.94;22.06;21.76;17.2;11.91;5.62;0.81
20.4;46.4;-0.51;1.18;6.25;11.82;17.01;19.95;22.06;21.79;17.22;11.93;5.63;0.81
20.5;46.4;-0.59;1.16;6.22;11.78;16.95;19.9;22;21.76;17.19;11.9;5.59;0.78
20.6;46.4;-0.58;1.15;6.24;11.79;16.98;19.91;22.01;21.77;17.2;11.89;5.62;0.8
20.7;46.4;-0.61;1.12;6.22;11.78;17;19.91;22.04;21.79;17.22;11.89;5.61;0.77
20.8;46.4;-0.66;1.06;6.15;11.72;16.94;19.85;21.97;21.74;17.17;11.83;5.57;0.74
20.9;46.4;-0.68;1.02;6.11;11.69;16.92;19.82;21.94;21.72;17.15;11.8;5.56;0.73
21;46.4;-0.62;1.08;6.16;11.72;16.95;19.86;21.98;21.76;17.18;11.83;5.59;0.78
19.5;46.3;-0.4;1.31;6.17;11.45;16.57;19.58;21.61;21.2;16.76;11.64;5.46;0.8
19.6;46.3;-0.53;1.21;6.02;11.29;16.48;19.38;21.47;21.12;16.59;11.49;5.27;0.64
19.7;46.3;-0.46;1.25;6.11;11.52;16.66;19.58;21.62;21.3;16.81;11.67;5.44;0.75
19.8;46.3;-0.4;1.3;6.2;11.63;16.79;19.74;21.78;21.47;16.96;11.76;5.52;0.82
19.9;46.3;-0.45;1.32;6.23;11.64;16.8;19.76;21.81;21.53;17.01;11.77;5.54;0.82
20;46.3;-0.4;1.35;6.29;11.75;16.95;19.9;21.98;21.69;17.18;11.92;5.63;0.88
20.1;46.3;-0.4;1.3;6.3;11.79;17.03;19.95;22.06;21.77;17.27;11.95;5.68;0.9
20.2;46.3;-0.43;1.29;6.31;11.88;17.06;20.02;22.13;21.86;17.3;12;5.73;0.88
20.3;46.3;-0.42;1.31;6.35;11.88;17.06;20.02;22.12;21.87;17.31;12.04;5.76;0.92
20.4;46.3;-0.43;1.3;6.36;11.87;17.06;20.01;22.11;21.88;17.32;12.03;5.77;0.93
20.5;46.3;-0.47;1.24;6.31;11.84;17.03;19.97;22.07;21.84;17.28;11.99;5.71;0.89
20.6;46.3;-0.54;1.21;6.26;11.8;16.99;19.91;22.02;21.79;17.24;11.94;5.65;0.83
20.7;46.3;-0.51;1.21;6.27;11.8;17;19.92;22.02;21.81;17.25;11.96;5.65;0.85
20.8;46.3;-0.66;1.02;6.06;11.62;16.82;19.73;21.84;21.65;17.11;11.81;5.53;0.7
20.9;46.3;-0.67;1.01;6.01;11.61;16.8;19.72;21.84;21.65;17.11;11.79;5.58;0.73
21;46.3;-0.65;1.02;6.09;11.64;16.84;19.76;21.87;21.69;17.13;11.8;5.58;0.77
19.5;46.2;-0.36;1.36;6.22;11.54;16.63;19.6;21.63;21.21;16.8;11.71;5.51;0.81
19.6;46.2;-0.38;1.38;6.15;11.52;16.66;19.58;21.61;21.28;16.81;11.73;5.45;0.82
19.7;46.2;-0.39;1.32;6.18;11.58;16.71;19.65;21.66;21.35;16.86;11.73;5.48;0.77
19.8;46.2;-0.57;1.19;6.03;11.47;16.64;19.54;21.54;21.28;16.81;11.69;5.39;0.69
19.9;46.2;-0.33;1.37;6.27;11.74;16.89;19.87;21.89;21.59;17.09;11.87;5.63;0.89
20;46.2;-0.45;1.32;6.23;11.69;16.86;19.81;21.86;21.59;17.08;11.85;5.57;0.84
20.1;46.2;-0.37;1.35;6.36;11.86;17.04;19.99;22.06;21.79;17.26;12;5.75;0.94
20.2;46.2;-0.36;1.35;6.37;11.86;17.01;19.99;22.07;21.84;17.3;12.03;5.74;0.92
20.3;46.2;-0.36;1.33;6.35;11.86;17.02;19.98;22.07;21.84;17.3;12.04;5.75;0.92
20.4;46.2;-0.34;1.33;6.36;11.87;17.04;19.99;22.08;21.86;17.32;12.05;5.78;0.96
20.5;46.2;-0.37;1.32;6.35;11.85;17.04;19.97;22.07;21.84;17.31;12.05;5.75;0.96
20.6;46.2;-0.43;1.31;6.36;11.85;17.04;19.96;22.06;21.85;17.31;12.03;5.76;0.94
20.7;46.2;-0.46;1.3;6.35;11.84;17.05;19.95;22.06;21.86;17.32;12.03;5.75;0.94
20.8;46.2;-0.55;1.16;6.22;11.75;16.92;19.84;21.92;21.73;17.24;11.95;5.69;0.88
20.9;46.2;-0.58;1.09;6.15;11.67;16.82;19.77;21.82;21.64;17.17;11.93;5.7;0.89
21;46.2;-0.62;1.09;6.14;11.63;16.79;19.69;21.8;21.6;17.11;11.87;5.7;0.84
19.5;46.1;-0.42;1.25;6.23;11.55;16.69;19.57;21.74;21.32;16.89;11.87;5.52;0.75
19.6;46.1;-0.41;1.34;6.29;11.69;16.78;19.7;21.83;21.47;17;11.93;5.59;0.81
19.7;46.1;-0.23;1.48;6.48;11.98;17;19.96;21.99;21.75;17.16;12.06;5.74;0.97
19.8;46.1;-0.15;1.67;6.56;12.1;17.15;20.12;22.09;21.91;17.29;12.15;5.82;1.06
19.9;46.1;-0.13;1.68;6.56;12.15;17.26;20.22;22.14;21.99;17.38;12.18;5.85;1.06
20;46.1;-0.11;1.76;6.59;12.22;17.34;20.28;22.18;22.06;17.46;12.2;5.9;1.1
20.1;46.1;-0.04;1.79;6.65;12.28;17.45;20.32;22.27;22.13;17.58;12.27;5.97;1.16
20.2;46.1;-0.05;1.74;6.64;12.26;17.48;20.36;22.29;22.18;17.66;12.33;5.99;1.15
20.3;46.1;-0.34;1.43;6.46;11.97;17.16;20.04;22.17;21.98;17.45;12.13;5.86;1.02
20.4;46.1;-0.38;1.37;6.43;11.93;17.12;20.01;22.12;21.93;17.42;12.1;5.81;0.98
20.5;46.1;-0.39;1.37;6.43;11.92;17.12;20.01;22.13;21.93;17.41;12.09;5.81;0.97
20.6;46.1;-0.42;1.32;6.36;11.89;17.07;19.96;22.08;21.89;17.36;12.06;5.78;0.95
20.7;46.1;-0.41;1.34;6.4;11.89;17.09;19.97;22.08;21.89;17.37;12.07;5.81;0.97
20.8;46.1;-0.44;1.29;6.35;11.84;17.02;19.92;22.02;21.83;17.32;12.04;5.8;0.96
20.9;46.1;-0.48;1.21;6.24;11.73;16.88;19.83;21.88;21.71;17.24;12.01;5.79;0.96
21;46.1;-0.46;1.23;6.28;11.75;16.93;19.84;21.94;21.76;17.25;12.02;5.84;0.99
19.5;46;-0.15;1.56;6.54;11.91;16.96;19.9;21.94;21.61;17.14;12.1;5.75;1.01
19.6;46;-0.23;1.43;6.45;11.93;16.92;19.88;21.87;21.65;17.08;12.03;5.7;0.98
19.7;46;-0.09;1.65;6.54;12.07;17.11;20.07;21.99;21.83;17.23;12.13;5.81;1.1
19.8;46;-0.14;1.57;6.49;12.09;17.1;20.06;22;21.87;17.25;12.13;5.82;1.09
19.9;46;-0.19;1.51;6.46;12.09;17.11;20.08;22.02;21.9;17.25;12.1;5.79;1.05
20;46;0;1.82;6.62;12.27;17.39;20.31;22.15;22.05;17.5;12.26;5.95;1.19
20.1;46;-0.02;1.82;6.62;12.29;17.4;20.32;22.22;22.09;17.54;12.28;6.01;1.22
20.2;46;-0.02;1.81;6.76;12.31;17.44;20.38;22.3;22.25;17.62;12.37;6.08;1.26
20.3;46;-0.04;1.77;6.78;12.34;17.49;20.41;22.36;22.32;17.68;12.38;6.08;1.22
20.4;46;-0.27;1.48;6.52;11.99;17.17;20.06;22.16;21.99;17.48;12.18;5.91;1.07
20.5;46;-0.3;1.47;6.52;11.98;17.17;20.06;22.15;21.98;17.47;12.17;5.91;1.06
20.6;46;-0.32;1.42;6.46;11.93;17.12;20.01;22.1;21.94;17.43;12.14;5.88;1.04
20.7;46;-0.33;1.4;6.44;11.9;17.09;19.99;22.07;21.91;17.41;12.14;5.89;1.05
20.8;46;-0.34;1.38;6.41;11.86;17.05;19.97;22.05;21.89;17.38;12.12;5.89;1.06
20.9;46;-0.35;1.36;6.37;11.84;17.01;19.93;22;21.84;17.34;12.1;5.9;1.06
21;46;-0.37;1.32;6.35;11.79;16.97;19.89;21.98;21.82;17.31;12.08;5.92;1.06
