"x";"y";"Jan";"Feb";"Mar";"Apr";"May";"Jun";"Jul";"Aug";"Sep";"Oct";"Nov";"Dec"
20.8;46.8;0.3328;0.4011;0.493;0.5323;0.5688;0.574;0.6151;0.6364;0.5907;0.5307;0.3687;0.2738
20.9;46.8;0.3315;0.3997;0.4906;0.5296;0.5687;0.5723;0.6143;0.6358;0.5907;0.5294;0.3684;0.2729
21;46.8;0.3307;0.3996;0.4892;0.5298;0.5687;0.572;0.6146;0.6356;0.5907;0.5286;0.368;0.2722
19.5;46.7;0.3365;0.4049;0.4914;0.5355;0.5621;0.5662;0.6116;0.6319;0.5897;0.5211;0.353;0.2741
19.6;46.7;0.3356;0.4054;0.4911;0.5363;0.5609;0.5651;0.6121;0.6333;0.5877;0.5201;0.3536;0.2741
19.7;46.7;0.3352;0.4046;0.4917;0.5354;0.5625;0.566;0.6131;0.6331;0.5881;0.5215;0.3553;0.2736
19.8;46.7;0.3351;0.4041;0.4941;0.5341;0.5648;0.5676;0.6146;0.6335;0.5898;0.5237;0.3583;0.2737
19.9;46.7;0.336;0.4052;0.4946;0.532;0.5688;0.5709;0.6166;0.6342;0.5909;0.5275;0.3635;0.275
20;46.7;0.3357;0.4048;0.494;0.5319;0.5696;0.5721;0.6177;0.634;0.5902;0.5277;0.3636;0.2744
20.1;46.7;0.3359;0.4044;0.4952;0.5326;0.5718;0.574;0.6195;0.6341;0.5909;0.5299;0.366;0.2745
20.2;46.7;0.3333;0.4023;0.495;0.5334;0.5734;0.5767;0.6202;0.6364;0.5924;0.5321;0.3686;0.2746
20.3;46.7;0.3332;0.4025;0.4958;0.5327;0.5719;0.5767;0.6194;0.6366;0.5926;0.5326;0.3697;0.2746
20.4;46.7;0.3312;0.3995;0.4944;0.533;0.5733;0.5748;0.6169;0.6373;0.5926;0.5306;0.3711;0.2756
20.5;46.7;0.3331;0.4035;0.4926;0.5317;0.5712;0.5758;0.6156;0.6352;0.5936;0.5321;0.3698;0.2745
20.6;46.7;0.3328;0.4045;0.4926;0.5319;0.5717;0.5763;0.615;0.6347;0.5948;0.5311;0.3697;0.2741
20.7;46.7;0.3325;0.4031;0.4915;0.531;0.5699;0.5736;0.6142;0.6361;0.5936;0.5313;0.3702;0.2741
20.8;46.7;0.3328;0.4034;0.4931;0.5305;0.5671;0.5738;0.6149;0.6361;0.5933;0.5307;0.3704;0.2741
20.9;46.7;0.3313;0.4018;0.4906;0.5283;0.5653;0.5727;0.6138;0.6346;0.5917;0.5285;0.3692;0.273
21;46.7;0.3301;0.4005;0.4884;0.528;0.564;0.5711;0.6135;0.6325;0.59;0.5273;0.3681;0.2725
19.5;46.6;0.336;0.4054;0.4908;0.5341;0.5625;0.5634;0.6115;0.6303;0.5879;0.5189;0.3538;0.2733
19.6;46.6;0.3374;0.4052;0.4901;0.5333;0.5594;0.5634;0.6104;0.6314;0.587;0.5204;0.3538;0.274
19.7;46.6;0.3359;0.4053;0.4925;0.5338;0.5641;0.5644;0.613;0.633;0.5891;0.5219;0.3573;0.2734
19.8;46.6;0.3358;0.4049;0.4925;0.5336;0.5638;0.565;0.6133;0.6338;0.5881;0.5227;0.3586;0.2736
19.9;46.6;0.3362;0.4052;0.4929;0.5333;0.5657;0.5664;0.6146;0.6349;0.5886;0.5247;0.3608;0.2737
20;46.6;0.3375;0.4079;0.4968;0.5341;0.5738;0.5719;0.6194;0.6351;0.5919;0.5306;0.3665;0.2748
20.1;46.6;0.3372;0.4071;0.4964;0.5341;0.5744;0.5731;0.6199;0.6363;0.5921;0.5309;0.3688;0.2751
20.2;46.6;0.3379;0.4085;0.4961;0.5353;0.5747;0.5753;0.6197;0.6359;0.5925;0.5317;0.3713;0.2741
20.3;46.6;0.3384;0.4066;0.4951;0.531;0.5719;0.5727;0.6182;0.635;0.5925;0.5312;0.3718;0.2749
20.4;46.6;0.3394;0.4093;0.4966;0.5305;0.5718;0.572;0.6174;0.6347;0.5933;0.5313;0.3728;0.2783
20.5;46.6;0.3377;0.4083;0.4954;0.5299;0.5729;0.5721;0.615;0.6349;0.5937;0.5314;0.3717;0.2764
20.6;46.6;0.3333;0.4045;0.4948;0.5299;0.5694;0.5751;0.6139;0.6356;0.5946;0.53;0.3708;0.2745
20.7;46.6;0.3332;0.4041;0.4938;0.5293;0.5681;0.5733;0.6133;0.6373;0.5946;0.5306;0.3715;0.2746
20.8;46.6;0.3331;0.4041;0.4923;0.5287;0.5663;0.5716;0.6137;0.6354;0.5934;0.5292;0.3701;0.2743
20.9;46.6;0.332;0.4031;0.4901;0.5275;0.564;0.5701;0.6136;0.6336;0.5917;0.5282;0.3693;0.2737
21;46.6;0.331;0.402;0.488;0.5266;0.5633;0.5684;0.6134;0.6329;0.5905;0.527;0.3691;0.2734
19.5;46.5;0.3356;0.4065;0.492;0.5347;0.5624;0.562;0.6121;0.6304;0.5869;0.5197;0.3563;0.2742
19.6;46.5;0.3349;0.4046;0.4901;0.5321;0.5606;0.5611;0.6106;0.6307;0.5866;0.5187;0.3561;0.2728
19.7;46.5;0.3364;0.4052;0.4901;0.5323;0.5611;0.5621;0.6111;0.6333;0.5875;0.5202;0.3577;0.2732
19.8;46.5;0.3379;0.4078;0.4932;0.534;0.5675;0.5642;0.6141;0.6355;0.5897;0.5243;0.3624;0.2744
19.9;46.5;0.3383;0.4095;0.4961;0.5351;0.5727;0.5674;0.6174;0.6355;0.5908;0.529;0.3657;0.2754
20;46.5;0.3358;0.4068;0.4927;0.5322;0.5699;0.5666;0.6161;0.6354;0.5887;0.5279;0.3668;0.2742
20.1;46.5;0.3379;0.4118;0.4978;0.5353;0.5769;0.5725;0.6194;0.6366;0.5936;0.5326;0.371;0.2772
20.2;46.5;0.3386;0.4137;0.5005;0.5364;0.5772;0.5753;0.619;0.6381;0.597;0.5335;0.3737;0.2781
20.3;46.5;0.3369;0.4104;0.4966;0.5337;0.5741;0.5734;0.6169;0.636;0.5949;0.5326;0.3723;0.276
20.4;46.5;0.3407;0.4124;0.4965;0.5316;0.5722;0.5708;0.6167;0.6359;0.594;0.5328;0.3734;0.277
20.5;46.5;0.3401;0.4086;0.4953;0.5308;0.5706;0.5725;0.6153;0.6375;0.5948;0.5314;0.3726;0.2751
20.6;46.5;0.3348;0.4066;0.4947;0.5301;0.5695;0.5713;0.6139;0.6375;0.5946;0.5304;0.3724;0.2751
20.7;46.5;0.3352;0.4078;0.4937;0.5286;0.5674;0.5714;0.6139;0.6383;0.5945;0.5302;0.3732;0.2763
20.8;46.5;0.3345;0.4072;0.4919;0.5279;0.565;0.5698;0.6139;0.6349;0.5931;0.5286;0.3713;0.2758
20.9;46.5;0.3328;0.4044;0.4899;0.5272;0.5629;0.5685;0.6136;0.6335;0.5918;0.5275;0.3707;0.2753
21;46.5;0.3319;0.4038;0.4871;0.5258;0.5615;0.5662;0.6134;0.6318;0.5903;0.5262;0.37;0.2742
19.5;46.4;0.3357;0.4075;0.4925;0.5332;0.564;0.5585;0.6123;0.6281;0.5839;0.5179;0.3578;0.2737
19.6;46.4;0.3371;0.406;0.4905;0.5308;0.5627;0.5583;0.6113;0.6291;0.5843;0.5179;0.3583;0.2731
19.7;46.4;0.3367;0.407;0.4918;0.5327;0.5647;0.5607;0.6132;0.6332;0.5867;0.5219;0.3612;0.2735
19.8;46.4;0.3349;0.4076;0.4944;0.5347;0.57;0.5627;0.616;0.6371;0.5887;0.526;0.3659;0.2735
19.9;46.4;0.3376;0.4086;0.4936;0.5333;0.5699;0.5634;0.6149;0.6353;0.5884;0.5271;0.3662;0.2749
20;46.4;0.3377;0.4106;0.4958;0.5342;0.5743;0.5655;0.6162;0.6368;0.5907;0.5292;0.3689;0.2753
20.1;46.4;0.3388;0.4138;0.4981;0.5356;0.5777;0.5689;0.6184;0.6378;0.5942;0.5323;0.3718;0.2772
20.2;46.4;0.338;0.4133;0.4976;0.5354;0.5762;0.5694;0.6171;0.6375;0.5948;0.5326;0.3731;0.2774
20.3;46.4;0.3384;0.4127;0.4969;0.5343;0.5744;0.57;0.6161;0.6373;0.5957;0.5324;0.3737;0.2768
20.4;46.4;0.3399;0.4138;0.4958;0.5322;0.572;0.5698;0.6161;0.6381;0.5947;0.5312;0.3738;0.2768
20.5;46.4;0.3385;0.4125;0.4948;0.5308;0.5696;0.5701;0.6149;0.6369;0.5943;0.5309;0.3736;0.2774
20.6;46.4;0.3387;0.4124;0.4944;0.5301;0.5682;0.5699;0.6151;0.6364;0.5942;0.5305;0.3738;0.2776
20.7;46.4;0.3364;0.4107;0.4931;0.5294;0.5673;0.5689;0.6153;0.6364;0.5939;0.5291;0.3734;0.277
20.8;46.4;0.3348;0.4083;0.4911;0.5275;0.5638;0.5677;0.6146;0.6339;0.5927;0.5281;0.372;0.2765
20.9;46.4;0.3343;0.4078;0.4889;0.5264;0.5618;0.5659;0.614;0.6324;0.5914;0.5269;0.371;0.2761
21;46.4;0.334;0.4067;0.4879;0.5265;0.561;0.5649;0.6144;0.6324;0.5911;0.5264;0.3719;0.2767
19.5;46.3;0.3351;0.4076;0.4925;0.5317;0.5641;0.5582;0.6116;0.6282;0.5834;0.519;0.3582;0.2734
19.6;46.3;0.3357;0.4079;0.4908;0.531;0.5643;0.5576;0.6109;0.6305;0.5821;0.5181;0.3581;0.2727
19.7;46.3;0.336;0.4076;0.4931;0.5341;0.5666;0.5593;0.6131;0.6341;0.5861;0.5226;0.3627;0.2752
19.8;46.3;0.3376;0.4097;0.4946;0.5353;0.5694;0.5609;0.6146;0.6373;0.5883;0.5258;0.3655;0.2765
19.9;46.3;0.3388;0.4111;0.4946;0.5345;0.5717;0.5627;0.6147;0.6378;0.5892;0.5279;0.3686;0.2762
20;46.3;0.342;0.4123;0.4965;0.5365;0.5775;0.5649;0.6192;0.6398;0.5913;0.5326;0.3727;0.2779
20.1;46.3;0.3407;0.4146;0.4992;0.5372;0.5782;0.5676;0.6191;0.6391;0.5948;0.5341;0.3744;0.2797
20.2;46.3;0.3392;0.4167;0.4987;0.5373;0.5778;0.5683;0.6191;0.6398;0.5966;0.5334;0.3755;0.2803
20.3;46.3;0.3396;0.4176;0.4986;0.5359;0.5756;0.5688;0.6178;0.6395;0.5969;0.5333;0.3765;0.2805
20.4;46.3;0.3417;0.4206;0.497;0.5342;0.5739;0.5685;0.6194;0.6393;0.5967;0.5316;0.379;0.281
20.5;46.3;0.3419;0.4177;0.4956;0.5325;0.5714;0.5688;0.6178;0.6389;0.5954;0.5311;0.376;0.2791
20.6;46.3;0.3378;0.4135;0.4944;0.531;0.5695;0.5678;0.617;0.638;0.5948;0.5302;0.3751;0.2783
20.7;46.3;0.3379;0.4131;0.4939;0.5296;0.5686;0.5697;0.6177;0.6379;0.5949;0.5292;0.3751;0.2791
20.8;46.3;0.3361;0.4108;0.4898;0.5267;0.5629;0.5636;0.6147;0.6333;0.5917;0.5272;0.3726;0.2767
20.9;46.3;0.3354;0.4096;0.4874;0.5252;0.5605;0.5625;0.6144;0.6311;0.5905;0.5262;0.3723;0.2768
21;46.3;0.3357;0.4091;0.4875;0.5266;0.5595;0.5634;0.616;0.631;0.5882;0.5252;0.3725;0.2775
19.5;46.2;0.335;0.4084;0.4923;0.5316;0.5646;0.5579;0.6115;0.6289;0.5849;0.5203;0.3597;0.2743
19.6;46.2;0.3354;0.4087;0.4909;0.5315;0.5654;0.5582;0.6104;0.6312;0.5858;0.5221;0.3604;0.2742
19.7;46.2;0.3365;0.4094;0.4902;0.5321;0.5671;0.5598;0.6108;0.6343;0.5873;0.5236;0.3634;0.2749
19.8;46.2;0.337;0.4106;0.4863;0.531;0.568;0.562;0.6098;0.6369;0.5896;0.5261;0.3635;0.2758
19.9;46.2;0.3402;0.4135;0.4942;0.5352;0.5758;0.5643;0.6132;0.636;0.5907;0.5282;0.3698;0.2776
20;46.2;0.3411;0.4175;0.4946;0.5347;0.5782;0.5654;0.6132;0.6367;0.5914;0.5286;0.373;0.2797
20.1;46.2;0.3398;0.419;0.497;0.5359;0.5785;0.567;0.6171;0.639;0.5951;0.5321;0.3779;0.2802
20.2;46.2;0.3425;0.4186;0.4991;0.5384;0.5784;0.5667;0.6183;0.6409;0.5972;0.5335;0.3783;0.2803
20.3;46.2;0.3396;0.4238;0.4982;0.536;0.5781;0.5676;0.6194;0.6417;0.5992;0.5332;0.3814;0.2817
20.4;46.2;0.3397;0.4227;0.496;0.5348;0.5758;0.5678;0.6215;0.6404;0.5971;0.5319;0.381;0.2825
20.5;46.2;0.3415;0.42;0.495;0.5322;0.5741;0.5666;0.6209;0.6397;0.5957;0.531;0.3791;0.281
20.6;46.2;0.3391;0.42;0.4945;0.5304;0.5717;0.5673;0.6206;0.6392;0.5957;0.5303;0.3792;0.2818
20.7;46.2;0.3374;0.4194;0.4927;0.5289;0.5693;0.5684;0.6208;0.6389;0.5953;0.5284;0.3789;0.2823
20.8;46.2;0.3398;0.4193;0.492;0.5342;0.5884;0.599;0.6283;0.648;0.5982;0.5338;0.3776;0.2903
20.9;46.2;0.3404;0.4185;0.4916;0.5338;0.5866;0.5976;0.6339;0.6463;0.5984;0.535;0.3791;0.2907
21;46.2;0.3401;0.4171;0.4918;0.5327;0.5862;0.5954;0.6394;0.6453;0.5976;0.5341;0.3878;0.2905
19.5;46.1;0.3337;0.4087;0.4886;0.5286;0.5623;0.5544;0.6141;0.6297;0.5871;0.5198;0.3595;0.2721
19.6;46.1;0.3331;0.4084;0.4894;0.5308;0.565;0.5563;0.6136;0.6317;0.5888;0.5222;0.3611;0.2738
19.7;46.1;0.3354;0.41;0.4911;0.535;0.5711;0.5577;0.6164;0.6347;0.5906;0.524;0.365;0.2761
19.8;46.1;0.3398;0.4139;0.4928;0.5369;0.5726;0.562;0.6172;0.6369;0.5921;0.527;0.3679;0.2779
19.9;46.1;0.3402;0.415;0.4936;0.5389;0.5754;0.5653;0.6177;0.6382;0.5932;0.5286;0.3705;0.2791
20;46.1;0.3403;0.4172;0.495;0.5412;0.5785;0.5674;0.6188;0.6402;0.5951;0.53;0.3735;0.2798
20.1;46.1;0.3393;0.4223;0.4959;0.5396;0.5801;0.5683;0.6199;0.6422;0.5975;0.5314;0.3786;0.2815
20.2;46.1;0.3404;0.4251;0.4984;0.539;0.5808;0.5697;0.622;0.6434;0.6002;0.5326;0.3819;0.2836
20.3;46.1;0.3428;0.4283;0.4979;0.5419;0.593;0.6067;0.6343;0.6554;0.6021;0.5376;0.39;0.2963
20.4;46.1;0.3413;0.4268;0.4957;0.5395;0.5907;0.6062;0.6265;0.6531;0.6004;0.5359;0.3885;0.2942
20.5;46.1;0.341;0.4274;0.4952;0.5467;0.5899;0.6073;0.6334;0.652;0.6004;0.5351;0.3881;0.2934
20.6;46.1;0.3407;0.4255;0.4926;0.5311;0.5719;0.5685;0.6237;0.6383;0.5953;0.5267;0.3788;0.286
20.7;46.1;0.3395;0.4226;0.4935;0.5358;0.5941;0.6061;0.6264;0.6474;0.5994;0.5338;0.3782;0.2913
20.8;46.1;0.3383;0.4205;0.4922;0.5342;0.5909;0.604;0.6248;0.6443;0.5979;0.533;0.3775;0.2904
20.9;46.1;0.3382;0.4183;0.49;0.5315;0.5866;0.5938;0.6227;0.6474;0.5966;0.5327;0.3782;0.2897
21;46.1;0.341;0.4202;0.4932;0.5337;0.5889;0.6013;0.644;0.6493;0.5993;0.5353;0.3814;0.2925
19.5;46;0.3333;0.4105;0.4896;0.5312;0.5645;0.5587;0.614;0.6326;0.5904;0.5199;0.3624;0.2766
19.6;46;0.3352;0.4115;0.4903;0.5339;0.5669;0.5596;0.615;0.6349;0.5913;0.5226;0.3647;0.2783
19.7;46;0.3374;0.4136;0.4913;0.5368;0.5702;0.5622;0.6167;0.6373;0.5926;0.5244;0.3678;0.2801
19.8;46;0.338;0.4139;0.4909;0.5382;0.5716;0.563;0.618;0.638;0.5923;0.5253;0.3691;0.2804
19.9;46;0.3398;0.4154;0.4912;0.5398;0.573;0.5644;0.6193;0.639;0.5922;0.5268;0.3714;0.2811
20;46;0.3385;0.4176;0.4921;0.5419;0.5768;0.5668;0.6211;0.6413;0.5948;0.5288;0.3731;0.2809
20.1;46;0.3381;0.4203;0.493;0.5419;0.5774;0.5679;0.622;0.6428;0.5962;0.5291;0.3789;0.2828
20.2;46;0.337;0.4267;0.4934;0.5366;0.5784;0.5687;0.621;0.6432;0.5977;0.5294;0.3817;0.2843
20.3;46;0.3372;0.4303;0.4952;0.5347;0.5791;0.5703;0.6228;0.6447;0.5978;0.5291;0.384;0.285
20.4;46;0.3408;0.4279;0.4947;0.5341;0.5751;0.5669;0.6237;0.6439;0.5946;0.5286;0.3806;0.2876
20.5;46;0.3407;0.4283;0.4941;0.5334;0.5742;0.567;0.6238;0.6428;0.5941;0.5283;0.3805;0.2871
20.6;46;0.3399;0.4264;0.4927;0.5317;0.5724;0.566;0.6238;0.6402;0.594;0.5273;0.3794;0.2866
20.7;46;0.3393;0.4244;0.4926;0.5361;0.5869;0.6026;0.627;0.6482;0.5986;0.5343;0.3792;0.2932
20.8;46;0.3384;0.4219;0.4919;0.5341;0.5844;0.6014;0.6261;0.6457;0.598;0.5337;0.3788;0.292
20.9;46;0.3389;0.4205;0.492;0.5331;0.583;0.6005;0.6325;0.6442;0.598;0.5339;0.3792;0.2915
21;46;0.3415;0.4218;0.4945;0.5342;0.5834;0.6002;0.6459;0.6446;0.5994;0.5361;0.3827;0.2943
