"x";"y";"Jan";"Feb";"Mar";"Apr";"May";"Jun";"Jul";"Aug";"Sep";"Oct";"Nov";"Dec"
21;46.5;0.2549;0.3348;0.5352;0.5145;0.4662;0.536;0.6602;0.6095;0.517;0.4748;0.3647;0.1839
19.5;46.4;0.2401;0.2868;0.5317;0.4896;0.4189;0.5078;0.5706;0.6124;0.4374;0.4577;0.3536;0.2006
19.6;46.4;0.244;0.2861;0.528;0.4872;0.4178;0.5067;0.5717;0.6136;0.4391;0.4508;0.3522;0.1954
19.7;46.4;0.2418;0.2875;0.5258;0.4908;0.4235;0.5186;0.5755;0.6174;0.4505;0.4564;0.3544;0.1928
19.8;46.4;0.2344;0.2917;0.5232;0.4947;0.4341;0.5183;0.5787;0.6179;0.4607;0.4501;0.3571;0.1822
19.9;46.4;0.2427;0.2929;0.5201;0.4966;0.4371;0.5193;0.5845;0.6183;0.4655;0.4536;0.3569;0.1865
20;46.4;0.2436;0.298;0.5214;0.5005;0.4491;0.5204;0.6025;0.6297;0.4763;0.4538;0.3611;0.1841
20.1;46.4;0.2485;0.3017;0.5242;0.5058;0.459;0.5225;0.6163;0.6373;0.485;0.4558;0.3663;0.1837
20.2;46.4;0.2486;0.3039;0.5274;0.5083;0.4601;0.5254;0.6189;0.6351;0.4857;0.459;0.3677;0.1824
20.3;46.4;0.252;0.3073;0.5302;0.5113;0.4603;0.5293;0.6231;0.6341;0.4867;0.4614;0.3697;0.1808
20.4;46.4;0.254;0.3152;0.5334;0.5172;0.4635;0.5396;0.6367;0.63;0.4936;0.4705;0.3728;0.1825
20.5;46.4;0.2541;0.3202;0.536;0.5205;0.4628;0.5403;0.6413;0.6268;0.498;0.4734;0.3741;0.1837
20.6;46.4;0.2564;0.3255;0.5387;0.5237;0.4629;0.5435;0.6486;0.6241;0.5032;0.4779;0.3759;0.1837
20.7;46.4;0.2542;0.3288;0.5405;0.5226;0.4658;0.5419;0.6485;0.6159;0.5085;0.4781;0.3759;0.1849
20.8;46.4;0.2551;0.3302;0.541;0.5249;0.4624;0.5336;0.6494;0.6148;0.5129;0.4772;0.3729;0.186
20.9;46.4;0.255;0.33;0.536;0.5211;0.4628;0.5296;0.6505;0.6111;0.5191;0.4779;0.3723;0.1857
21;46.4;0.2558;0.3301;0.5344;0.5175;0.4647;0.5325;0.6543;0.6053;0.5251;0.4778;0.374;0.1865
19.5;46.3;0.2383;0.2917;0.5304;0.4896;0.4198;0.5057;0.5711;0.6124;0.4401;0.4555;0.353;0.1963
19.6;46.3;0.2356;0.2927;0.5252;0.4912;0.4188;0.5024;0.565;0.608;0.4413;0.4529;0.35;0.1919
19.7;46.3;0.2335;0.291;0.5245;0.4957;0.4209;0.5165;0.5632;0.6052;0.453;0.4509;0.353;0.1924
19.8;46.3;0.2335;0.2909;0.5235;0.4984;0.4263;0.5214;0.563;0.6047;0.4703;0.4492;0.3546;0.1936
19.9;46.3;0.2424;0.2969;0.5234;0.5017;0.4379;0.5171;0.5886;0.6213;0.4787;0.453;0.3606;0.1901
20;46.3;0.244;0.299;0.5171;0.5081;0.4485;0.5016;0.6064;0.6364;0.4929;0.4534;0.3711;0.1858
20.1;46.3;0.2485;0.2997;0.5245;0.515;0.4582;0.5156;0.6169;0.6308;0.498;0.4553;0.371;0.19
20.2;46.3;0.2499;0.3057;0.5311;0.5135;0.4627;0.5247;0.6188;0.6225;0.4964;0.4612;0.3795;0.1875
20.3;46.3;0.2521;0.3122;0.535;0.517;0.4639;0.5316;0.6243;0.6183;0.4984;0.4658;0.3806;0.1855
20.4;46.3;0.2582;0.3215;0.5398;0.5245;0.4677;0.541;0.6453;0.6135;0.5065;0.4765;0.3871;0.1887
20.5;46.3;0.2575;0.3252;0.5407;0.5273;0.4673;0.5433;0.6478;0.621;0.5093;0.4792;0.3863;0.1879
20.6;46.3;0.2544;0.3238;0.5404;0.529;0.4638;0.5301;0.6393;0.6167;0.5123;0.4735;0.3845;0.1863
20.7;46.3;0.2533;0.3286;0.5408;0.5334;0.4638;0.5307;0.6403;0.6187;0.5208;0.4737;0.3869;0.1881
20.8;46.3;0.2551;0.3257;0.5358;0.5293;0.4592;0.5139;0.6378;0.6136;0.5209;0.4724;0.3835;0.1871
20.9;46.3;0.2553;0.3275;0.5354;0.5274;0.4603;0.515;0.6452;0.6146;0.5275;0.475;0.3834;0.1878
21;46.3;0.262;0.333;0.5443;0.523;0.4608;0.512;0.6632;0.6207;0.539;0.4775;0.3829;0.1926
19.5;46.2;0.2385;0.2981;0.5318;0.4911;0.4243;0.5087;0.5774;0.6137;0.4437;0.456;0.3535;0.1971
19.6;46.2;0.2383;0.2978;0.5299;0.4947;0.4244;0.5162;0.5763;0.6138;0.4524;0.4551;0.3522;0.1956
19.7;46.2;0.2392;0.3008;0.529;0.4963;0.4243;0.5201;0.5812;0.6158;0.4613;0.4534;0.3542;0.1984
19.8;46.2;0.238;0.3085;0.5255;0.495;0.424;0.5214;0.589;0.6202;0.4577;0.4582;0.3529;0.2035
19.9;46.2;0.2457;0.3023;0.5321;0.5078;0.4466;0.5227;0.6018;0.6247;0.4947;0.4621;0.3671;0.1971
20;46.2;0.2515;0.3051;0.5354;0.5106;0.4564;0.5192;0.6189;0.6265;0.5044;0.4669;0.3769;0.199
20.1;46.2;0.252;0.3099;0.5328;0.5192;0.4633;0.5202;0.6221;0.639;0.5099;0.4612;0.3788;0.1967
20.2;46.2;0.2575;0.3097;0.5394;0.5181;0.463;0.521;0.6239;0.6221;0.5059;0.4665;0.3884;0.1909
20.3;46.2;0.2562;0.3188;0.5429;0.5189;0.4663;0.5266;0.624;0.6199;0.5062;0.4653;0.3949;0.191
20.4;46.2;0.257;0.3218;0.5428;0.5288;0.4719;0.5404;0.6462;0.6075;0.5159;0.4804;0.4008;0.1949
20.5;46.2;0.2587;0.3272;0.5418;0.5326;0.47;0.5331;0.6421;0.6157;0.5252;0.4772;0.3989;0.1944
20.6;46.2;0.2574;0.3331;0.5444;0.5359;0.4712;0.5342;0.6511;0.6145;0.5281;0.4825;0.399;0.1941
20.7;46.2;0.2539;0.333;0.5376;0.5373;0.4678;0.5261;0.6392;0.6125;0.5321;0.4744;0.4003;0.1928
20.8;46.2;0.2619;0.3383;0.5408;0.5316;0.5772;0.7101;0.6709;0.6113;0.5369;0.4903;0.4038;0.1986
20.9;46.2;0.2628;0.3343;0.537;0.5312;0.5769;0.711;0.6651;0.6129;0.5431;0.4876;0.4058;0.1964
21;46.2;0.2628;0.3312;0.5337;0.5301;0.5815;0.702;0.6619;0.6097;0.5468;0.4846;0.4044;0.1954
19.5;46.1;0.2425;0.2971;0.5309;0.4838;0.4335;0.5088;0.5742;0.6093;0.4647;0.4468;0.3527;0.1988
19.6;46.1;0.2392;0.2974;0.5338;0.492;0.433;0.5201;0.5704;0.6067;0.4725;0.4469;0.3524;0.1986
19.7;46.1;0.2408;0.3088;0.5416;0.5009;0.438;0.5242;0.5619;0.6054;0.476;0.442;0.3528;0.1976
19.8;46.1;0.2502;0.3057;0.5356;0.5166;0.4377;0.5338;0.5886;0.6204;0.4941;0.4476;0.3556;0.1982
19.9;46.1;0.2562;0.3018;0.5259;0.5189;0.4534;0.5254;0.6143;0.6266;0.5065;0.4607;0.3708;0.201
20;46.1;0.2604;0.3044;0.5271;0.527;0.4641;0.5252;0.629;0.6273;0.5152;0.4666;0.38;0.2
20.1;46.1;0.2609;0.3125;0.532;0.5279;0.4682;0.5259;0.6312;0.6289;0.5214;0.4681;0.3873;0.2013
20.2;46.1;0.2602;0.3161;0.5289;0.5299;0.4736;0.5285;0.6281;0.6259;0.5203;0.4716;0.3952;0.2003
20.3;46.1;0.2512;0.3277;0.537;0.5317;0.5726;0.6589;0.6466;0.5986;0.5189;0.4857;0.4087;0.1987
20.4;46.1;0.2533;0.3311;0.5391;0.5326;0.575;0.6786;0.6519;0.5995;0.5221;0.4878;0.4101;0.1999
20.5;46.1;0.2553;0.3357;0.5417;0.5342;0.5799;0.7001;0.6588;0.5987;0.5267;0.4907;0.4118;0.2016
20.6;46.1;0.2545;0.3399;0.5418;0.5364;0.478;0.5489;0.6763;0.591;0.5376;0.4973;0.4179;0.2036
20.7;46.1;0.2588;0.3384;0.5416;0.5346;0.5893;0.7078;0.6712;0.6025;0.5388;0.4947;0.4137;0.2048
20.8;46.1;0.2602;0.3371;0.5383;0.5329;0.5867;0.6977;0.6711;0.6079;0.5411;0.4933;0.4116;0.2049
20.9;46.1;0.2622;0.3336;0.5338;0.5323;0.5859;0.6993;0.6661;0.6093;0.5484;0.4907;0.4151;0.2024
21;46.1;0.2621;0.3316;0.5321;0.5316;0.5904;0.6978;0.6659;0.6114;0.555;0.4897;0.4151;0.2019
19.5;46;0.2429;0.3073;0.5377;0.4911;0.4348;0.5193;0.5971;0.6173;0.4845;0.4518;0.3558;0.2064
19.6;46;0.2432;0.2996;0.5303;0.4942;0.4368;0.5146;0.5776;0.6128;0.4821;0.4476;0.3557;0.2034
19.7;46;0.2441;0.3012;0.5283;0.5028;0.4387;0.515;0.5716;0.6108;0.4914;0.4485;0.358;0.2025
19.8;46;0.2498;0.2971;0.5215;0.5095;0.4421;0.5092;0.5702;0.6073;0.4967;0.4503;0.362;0.2007
19.9;46;0.2567;0.2956;0.5197;0.5184;0.446;0.5075;0.5823;0.6051;0.5033;0.4532;0.368;0.2012
20;46;0.2654;0.3028;0.5145;0.5327;0.4628;0.5167;0.6209;0.6168;0.5178;0.465;0.3817;0.2038
20.1;46;0.2672;0.3021;0.5154;0.5367;0.4686;0.5203;0.6296;0.6218;0.5262;0.4678;0.3905;0.2064
20.2;46;0.2643;0.3167;0.5201;0.5366;0.4735;0.5262;0.6327;0.6291;0.5314;0.4719;0.3999;0.2089
20.3;46;0.2589;0.3235;0.5215;0.5364;0.4796;0.5324;0.6212;0.6083;0.5232;0.4746;0.4054;0.2073
20.4;46;0.2491;0.3256;0.5347;0.5307;0.4666;0.5147;0.6432;0.5926;0.5222;0.4845;0.4163;0.2024
20.5;46;0.25;0.3285;0.5351;0.5306;0.4681;0.5181;0.6473;0.5941;0.5265;0.4858;0.4168;0.2026
20.6;46;0.2527;0.3306;0.5343;0.531;0.4715;0.5243;0.6564;0.5942;0.5348;0.4893;0.4181;0.2048
20.7;46;0.2574;0.332;0.5343;0.5324;0.5866;0.6722;0.6599;0.6022;0.5417;0.4914;0.4193;0.2073
20.8;46;0.2592;0.3315;0.5326;0.5321;0.5915;0.6771;0.6633;0.6054;0.5481;0.4924;0.42;0.2082
20.9;46;0.2607;0.3312;0.5309;0.5318;0.5968;0.6814;0.6667;0.6079;0.5542;0.494;0.4196;0.2085
21;46;0.2623;0.3293;0.5286;0.5333;0.6015;0.686;0.6661;0.6091;0.5613;0.4922;0.4218;0.208
